name,sex,bib_display,label,place,placeChange,isFinish,distance,time,time_sec,time_min,splitTime,netTime,waveTime,epochTime,timestamp,flag_finished,last_distance,last_time
Donald Cowart,M,613,11M,29,1,,11.0,00:54:49.60,3289.6,54.82666666666667,00:04:59.04,00:54:49.60,00:54:49.60,1706976288.29,1706958288.29,1,26.2,145.54366666666667
Ian Butler,M,614,11M,,,,11.0,00:54:50.09,3290.09,54.834833333333336,00:05:02.68,00:54:50.09,00:54:50.09,1706976288.78,1706958288.78,0,13.0,66.06516666666667
Nadir Yusuf,M,461,11M,30,1,,11.0,00:54:50.41,3290.41,54.84016666666666,00:04:59.79,00:54:50.41,00:54:50.41,1706976289.10,1706958289.10,1,26.2,136.2485
Tyler Pennel,M,430,11M,31,-2,,11.0,00:54:50.64,3290.64,54.844,00:05:00.51,00:54:50.64,00:54:50.64,1706976289.33,1706958289.33,0,11.0,54.844
Shadrack Biwott,M,580,11M,,,,11.0,00:54:51.69,3291.69,54.8615,00:05:04.76,00:54:51.69,00:54:51.69,1706976290.38,1706958290.38,0,15.0,76.35
Nicholas Hauger,M,481,11M,32,0,,11.0,00:54:52.92,3292.92,54.882,00:05:01.47,00:54:52.92,00:54:52.92,1706976291.61,1706958291.61,1,26.2,135.92616666666666
Turner Wiley,M,427,11M,33,1,,11.0,00:55:01.26,3301.26,55.021,00:05:02.88,00:55:01.26,00:55:01.26,1706976299.95,1706958299.95,1,26.2,136.686
John Flavin,M,435,11M,,,,11.0,00:55:01.39,3301.39,55.02316666666666,00:05:02.10,00:55:01.39,00:55:01.39,1706976300.08,1706958300.08,0,21.0,106.48166666666665
Jerod Broadbooks,M,452,11M,34,1,,11.0,00:55:05.06,3305.06,55.08433333333333,00:05:01.92,00:55:05.06,00:55:05.06,1706976303.75,1706958303.75,1,26.2,136.32266666666666
Benjamin Kendell,M,467,11M,35,3,,11.0,00:55:09.77,3309.77,55.16283333333333,00:05:04.72,00:55:09.77,00:55:09.77,1706976308.46,1706958308.46,1,26.2,137.3685
Wilkerson Given,M,438,11M,36,1,,11.0,00:55:11.66,3311.66,55.19433333333333,00:05:07.33,00:55:11.66,00:55:11.66,1706976310.35,1706958310.35,1,26.2,136.83966666666666
Matthew Llano,M,450,11M,37,2,,11.0,00:55:11.90,3311.9,55.19833333333334,00:05:05.72,00:55:11.90,00:55:11.90,1706976310.59,1706958310.59,1,26.2,140.95333333333335
Collin Buck,M,535,11M,38,-5,,11.0,00:55:15.27,3315.27,55.2545,00:05:19.58,00:55:15.27,00:55:15.27,1706976313.96,1706958313.96,0,13.0,67.34016666666666
Jonas Hampton,M,436,11M,39,-3,,11.0,00:55:15.33,3315.33,55.2555,00:05:11.67,00:55:15.33,00:55:15.33,1706976314.02,1706958314.02,0,18.0,94.80866666666667
Abinet Adraro,M,470,11M,,,,11.0,00:55:17.42,3317.42,55.290333333333336,00:05:03.39,00:55:17.42,00:55:17.42,1706976316.11,1706958316.11,0,15.0,77.48683333333334
Jacob Heslington,M,586,11M,40,1,,11.0,00:55:42.62,3342.62,55.71033333333333,00:05:04.03,00:55:42.62,00:55:42.62,1706976341.31,1706958341.31,1,26.2,135.19266666666667
Sam Chelanga,M,406,11M,,,,11.0,00:55:43.76,3343.76,55.72933333333334,00:05:24.67,00:55:43.76,00:55:43.76,1706976342.45,1706958342.45,0,18.0,96.9195
Aidan Reed,M,608,11M,41,2,,11.0,00:55:44.41,3344.41,55.74016666666667,00:05:03.28,00:55:44.41,00:55:44.41,1706976343.10,1706958343.10,1,26.2,140.47183333333334
Connor Weaver,M,466,11M,42,0,,11.0,00:55:44.76,3344.76,55.746,00:05:04.10,00:55:44.76,00:55:44.76,1706976343.45,1706958343.45,1,26.2,133.91866666666667
James Quattlebaum,M,610,11M,43,5,,11.0,00:55:47.21,3347.21,55.786833333333334,00:05:05.07,00:55:47.21,00:55:47.21,1706976345.90,1706958345.90,0,24.0,129.38299999999998
Martin Hehir,M,547,11M,44,3,,11.0,00:55:48.17,3348.17,55.80283333333333,00:05:06.18,00:55:48.17,00:55:48.17,1706976346.86,1706958346.86,1,26.2,140.3563333333333
Joseph Trojan,M,609,11M,45,1,,11.0,00:55:48.20,3348.2,55.80333333333333,00:05:06.56,00:55:48.20,00:55:48.20,1706976346.89,1706958346.89,1,26.2,146.12283333333335
Chase Weaverling,M,468,11M,46,3,,11.0,00:55:48.61,3348.61,55.81016666666667,00:05:06.24,00:55:48.61,00:55:48.61,1706976347.30,1706958347.30,1,26.2,137.88533333333334
Steven Martinez,M,446,11M,47,-3,,11.0,00:55:49.20,3349.2,55.82,00:05:07.64,00:55:49.20,00:55:49.20,1706976347.89,1706958347.89,0,18.0,94.869
Jacob Riley,M,402,11M,48,-3,,11.0,00:55:52.67,3352.67,55.877833333333335,00:05:11.10,00:55:52.67,00:55:52.67,1706976351.36,1706958351.36,0,18.0,94.57966666666667
Aaron Gruen,M,478,11M,,,,11.0,00:55:57.36,3357.36,55.956,00:05:08.03,00:55:57.36,00:55:57.36,1706976356.05,1706958356.05,0,18.0,92.631
Kevin Lynch,M,433,11M,49,-9,,11.0,00:55:58.36,3358.36,55.97266666666667,00:05:22.35,00:55:58.36,00:55:58.36,1706976357.05,1706958357.05,0,16.0,85.50266666666667
Afewerki Zeru,M,607,11M,50,1,,11.0,00:55:59.21,3359.21,55.98683333333334,00:05:04.26,00:55:59.21,00:55:59.21,1706976357.90,1706958357.90,1,26.2,140.594
Michael Iacofano,M,612,11M,51,-1,,11.0,00:56:06.75,3366.75,56.1125,00:05:17.59,00:56:06.75,00:56:06.75,1706976365.44,1706958365.44,0,22.0,120.14266666666667
Parker Stinson,M,429,11M,,,,11.0,00:56:11.13,3371.13,56.185500000000005,00:05:05.76,00:56:11.13,00:56:11.13,1706976369.82,1706958369.82,0,21.0,107.9915
Roman Kirkov,M,512,11M,52,2,,11.0,00:56:11.40,3371.4,56.190000000000005,00:05:06.08,00:56:11.40,00:56:11.40,1706976370.09,1706958370.09,1,26.2,139.23566666666665
Jake Ritter,M,550,11M,53,3,,11.0,00:56:11.96,3371.96,56.199333333333335,00:05:05.78,00:56:11.96,00:56:11.96,1706976370.65,1706958370.65,1,26.2,142.95366666666666
Medhane Woldu,M,573,11M,54,3,,11.0,00:56:16.41,3376.41,56.2735,00:05:10.05,00:56:16.41,00:56:16.41,1706976375.10,1706958375.10,1,26.2,144.183
Kevin Koski,M,477,11M,55,5,,11.0,00:56:17.08,3377.08,56.284666666666666,00:05:06.97,00:56:17.08,00:56:17.08,1706976375.77,1706958375.77,1,26.2,140.556
Alex Norstrom,M,515,11M,56,-4,,11.0,00:56:17.37,3377.37,56.2895,00:05:13.39,00:56:17.37,00:56:17.37,1706976376.06,1706958376.06,1,26.2,141.9785
Dylan Marx,M,593,11M,57,2,,11.0,00:56:17.53,3377.53,56.29216666666667,00:05:10.58,00:56:17.53,00:56:17.53,1706976376.22,1706958376.22,1,26.2,141.56016666666667
Wesley Robinson,M,482,11M,58,-3,,11.0,00:56:18.27,3378.27,56.3045,00:05:12.13,00:56:18.27,00:56:18.27,1706976376.96,1706958376.96,1,26.2,138.821
Mason Jones,M,473,11M,59,-6,,11.0,00:56:19.50,3379.5,56.325,00:05:15.46,00:56:19.50,00:56:19.50,1706976378.19,1706958378.19,1,26.2,141.96450000000002
Reid Buchanan,M,441,11M,60,-2,,11.0,00:56:35.12,3395.12,56.58533333333333,00:05:28.30,00:56:35.12,00:56:35.12,1706976393.81,1706958393.81,0,13.0,69.12216666666667
Tyler Pence,M,505,11M,61,0,,11.0,00:56:39.41,3399.41,56.65683333333333,00:05:12.79,00:56:39.41,00:56:39.41,1706976398.10,1706958398.10,1,26.2,141.8005
Scott Nelson,M,563,11M,62,0,,11.0,00:56:41.76,3401.76,56.696000000000005,00:05:14.09,00:56:41.76,00:56:41.76,1706976400.45,1706958400.45,1,26.2,143.07116666666667
Ben Olson,M,469,11M,,,,11.0,00:56:43.05,3403.05,56.7175,00:05:15.10,00:56:43.05,00:56:43.05,1706976401.74,1706958401.74,0,18.0,94.911
Tai Smith,M,551,11M,63,1,,11.0,00:56:44.49,3404.49,56.741499999999995,00:05:08.96,00:56:44.49,00:56:44.49,1706976403.18,1706958403.18,1,26.2,136.8961666666667
Lyle O'Brien,M,615,11M,64,-1,,11.0,00:56:45.08,3405.08,56.751333333333335,00:05:09.97,00:56:45.08,00:56:45.08,1706976403.77,1706958403.77,1,26.2,134.46866666666668
Malcolm Richards,M,492,11M,65,9,,11.0,00:56:46.06,3406.06,56.76766666666666,00:05:09.11,00:56:46.06,00:56:46.06,1706976404.75,1706958404.75,1,26.2,138.5205
Louis Serafini,M,453,11M,66,-1,,11.0,00:56:46.46,3406.46,56.77433333333333,00:05:10.90,00:56:46.46,00:56:46.46,1706976405.15,1706958405.15,1,26.2,137.13916666666668
Evan Landes,M,454,11M,67,2,,11.0,00:56:46.87,3406.87,56.781166666666664,00:05:11.00,00:56:46.87,00:56:46.87,1706976405.56,1706958405.56,1,26.2,145.45499999999998
Austin Bogina,M,544,11M,68,4,,11.0,00:56:47.13,3407.13,56.7855,00:05:10.80,00:56:47.13,00:56:47.13,1706976405.82,1706958405.82,1,26.2,144.27349999999998
Charlie Sweeney,M,437,11M,69,-2,,11.0,00:56:47.26,3407.26,56.787666666666674,00:05:11.46,00:56:47.26,00:56:47.26,1706976405.95,1706958405.95,1,26.2,143.24033333333333
Julian Heninger,M,510,11M,70,-4,,11.0,00:56:47.37,3407.37,56.7895,00:05:11.58,00:56:47.37,00:56:47.37,1706976406.06,1706958406.06,1,26.2,136.74483333333333
Joseph Whelan,M,443,11M,71,-1,,11.0,00:56:47.57,3407.57,56.792833333333334,00:05:11.55,00:56:47.57,00:56:47.57,1706976406.26,1706958406.26,1,26.2,142.6165
Jonathan Aziz,M,462,11M,72,-4,,11.0,00:56:47.66,3407.66,56.794333333333334,00:05:11.81,00:56:47.66,00:56:47.66,1706976406.35,1706958406.35,1,26.2,137.8311666666667
Jonathan Phillips,M,442,11M,73,-2,,11.0,00:56:48.09,3408.09,56.801500000000004,00:05:11.89,00:56:48.09,00:56:48.09,1706976406.78,1706958406.78,1,26.2,137.80116666666666
Tyler McCandless,M,458,11M,74,1,,11.0,00:56:48.52,3408.52,56.80866666666667,00:05:09.78,00:56:48.52,00:56:48.52,1706976407.21,1706958407.21,1,26.2,143.93633333333335
John Raneri,M,431,11M,,,,11.0,00:56:49.36,3409.36,56.82266666666667,00:05:32.09,00:56:49.36,00:56:49.36,1706976408.05,1706958408.05,0,21.0,120.03
Kristoffer Mugrage,M,457,11M,75,1,,11.0,00:56:50.64,3410.64,56.844,00:05:11.08,00:56:50.64,00:56:50.64,1706976409.33,1706958409.33,0,22.0,120.07766666666666
Spencer Bossi-Johnson,M,527,11M,76,1,,11.0,00:56:56.28,3416.28,56.938,00:05:15.46,00:56:56.28,00:56:56.28,1706976414.97,1706958414.97,1,26.2,138.24416666666667
Kevin Lewis,M,439,11M,77,-4,,11.0,00:57:01.29,3421.29,57.021499999999996,00:05:24.73,00:57:01.29,00:57:01.29,1706976419.98,1706958419.98,1,26.2,156.5618333333333
Erik Linden,M,603,11M,78,4,,11.0,00:57:05.98,3425.98,57.099666666666664,00:05:07.24,00:57:05.98,00:57:05.98,1706976424.67,1706958424.67,1,26.2,144.96916666666667
Edward Mulder,M,459,11M,79,9,,11.0,00:57:06.41,3426.41,57.106833333333334,00:05:07.05,00:57:06.41,00:57:06.41,1706976425.10,1706958425.10,1,26.2,144.71616666666665
Emilio de la Torre,M,576,11M,80,-2,,11.0,00:57:09.46,3429.46,57.157666666666664,00:05:24.24,00:57:09.46,00:57:09.46,1706976428.15,1706958428.15,0,14.0,73.34750000000001
Caleb Kerr,M,449,11M,81,2,,11.0,00:57:09.75,3429.75,57.1625,00:05:10.96,00:57:09.75,00:57:09.75,1706976428.44,1706958428.44,1,26.2,138.82533333333333
Noah Droddy,M,476,11M,,,,11.0,00:57:09.82,3429.82,57.16366666666667,00:05:24.29,00:57:09.82,00:57:09.82,1706976428.51,1706958428.51,0,14.0,74.81649999999999
Zack Holden,M,516,11M,82,-2,,11.0,00:57:09.87,3429.87,57.1645,00:05:11.31,00:57:09.87,00:57:09.87,1706976428.56,1706958428.56,1,26.2,137.832
William Loevner,M,514,11M,83,12,,11.0,00:57:09.98,3429.98,57.166333333333334,00:05:09.61,00:57:09.98,00:57:09.98,1706976428.67,1706958428.67,1,26.2,142.165
Zach Herriott,M,465,11M,,,,11.0,00:57:10.09,3430.09,57.16816666666667,00:05:11.65,00:57:10.09,00:57:10.09,1706976428.78,1706958428.78,0,20.0,104.53133333333334
John McGowan,M,575,11M,84,-3,,11.0,00:57:10.30,3430.3,57.17166666666667,00:05:11.69,00:57:10.30,00:57:10.30,1706976428.99,1706958428.99,1,26.2,143.89233333333334
Alan Peterson,M,445,11M,85,2,,11.0,00:57:10.33,3430.33,57.17216666666666,00:05:11.09,00:57:10.33,00:57:10.33,1706976429.02,1706958429.02,1,26.2,136.91199999999998
Pardon Ndhlovu,M,456,11M,86,-1,,11.0,00:57:10.57,3430.57,57.17616666666667,00:05:11.65,00:57:10.57,00:57:10.57,1706976429.26,1706958429.26,1,26.2,153.42133333333334
Brian Masterson,M,480,11M,,,,11.0,00:57:10.65,3430.65,57.1775,00:05:12.11,00:57:10.65,00:57:10.65,1706976429.34,1706958429.34,0,19.0,99.58133333333333
Zachary Hine,M,533,11M,87,5,,11.0,00:57:10.75,3430.75,57.17916666666667,00:05:11.10,00:57:10.75,00:57:10.75,1706976429.44,1706958429.44,1,26.2,148.11666666666667
Clint McKelvey,M,498,11M,88,6,,11.0,00:57:10.76,3430.76,57.17933333333334,00:05:10.62,00:57:10.76,00:57:10.76,1706976429.45,1706958429.45,1,26.2,137.8845
Jason Weitzel,M,475,11M,89,1,,11.0,00:57:10.78,3430.78,57.17966666666667,00:05:11.25,00:57:10.78,00:57:10.78,1706976429.47,1706958429.47,1,26.2,149.42883333333333
Will Cross,M,552,11M,,,,11.0,00:57:11.40,3431.4,57.190000000000005,00:05:12.36,00:57:11.40,00:57:11.40,1706976430.09,1706958430.09,0,15.0,79.34683333333334
Jacob Shiohira,M,499,11M,90,-1,,11.0,00:57:11.44,3431.44,57.190666666666665,00:05:11.92,00:57:11.44,00:57:11.44,1706976430.13,1706958430.13,1,26.2,139.41766666666666
Michael Blaszczyk,M,504,11M,91,-7,,11.0,00:57:11.52,3431.52,57.192,00:05:12.68,00:57:11.52,00:57:11.52,1706976430.21,1706958430.21,1,26.2,140.81016666666667
Dominic Hockenbury,M,540,11M,92,1,,11.0,00:57:11.71,3431.71,57.195166666666665,00:05:11.77,00:57:11.71,00:57:11.71,1706976430.40,1706958430.40,1,26.2,141.2485
Jackson Neff,M,460,11M,93,-2,,11.0,00:57:12.54,3432.54,57.208999999999996,00:05:12.91,00:57:12.54,00:57:12.54,1706976431.23,1706958431.23,1,26.2,141.76833333333335
Owen Ritz,M,592,11M,94,-8,,11.0,00:57:12.55,3432.55,57.20916666666667,00:05:13.49,00:57:12.55,00:57:12.55,1706976431.24,1706958431.24,1,26.2,145.39583333333334
Garret Lee,M,518,11M,95,1,,11.0,00:57:13.19,3433.19,57.219833333333334,00:05:12.64,00:57:13.19,00:57:13.19,1706976431.88,1706958431.88,1,26.2,136.57250000000002
Thomas Slattery,M,464,11M,96,1,,11.0,00:57:15.22,3435.22,57.25366666666666,00:05:13.71,00:57:15.22,00:57:15.22,1706976433.91,1706958433.91,1,26.2,147.28699999999998
Jack Mastandrea,M,567,11M,97,3,,11.0,00:57:20.60,3440.6,57.343333333333334,00:05:11.17,00:57:20.60,00:57:20.60,1706976439.29,1706958439.29,1,26.2,138.76066666666665
Weston Strum,M,562,11M,98,1,,11.0,00:57:20.90,3440.9,57.348333333333336,00:05:18.12,00:57:20.90,00:57:20.90,1706976439.59,1706958439.59,0,19.0,100.61366666666666
Cameron Dickson,M,545,11M,99,-1,,11.0,00:57:20.91,3440.91,57.348499999999994,00:05:18.28,00:57:20.91,00:57:20.91,1706976439.60,1706958439.60,1,26.2,149.49883333333335
David Fuentes,M,503,11M,100,1,,11.0,00:57:32.19,3452.19,57.536500000000004,00:05:17.45,00:57:32.19,00:57:32.19,1706976450.88,1706958450.88,1,26.2,141.61416666666668
Aaron Davidson,M,490,11M,101,-22,,11.0,00:57:32.46,3452.46,57.541000000000004,00:05:38.16,00:57:32.46,00:57:32.46,1706976451.15,1706958451.15,0,13.0,69.29683333333334
Charles Lawrence,M,488,11M,,,,11.0,00:57:38.38,3458.38,57.63966666666667,00:05:23.69,00:57:38.38,00:57:38.38,1706976457.07,1706958457.07,0,14.0,73.96033333333334
William Norris,M,463,11M,102,2,,11.0,00:57:44.80,3464.8,57.74666666666667,00:05:15.89,00:57:44.80,00:57:44.80,1706976463.49,1706958463.49,1,26.2,140.6465
Andrew Bowman,M,493,11M,103,0,,11.0,00:57:44.82,3464.82,57.747,00:05:16.03,00:57:44.82,00:57:44.82,1706976463.51,1706958463.51,0,17.0,90.10166666666667
Grayson Hough,M,524,11M,104,9,,11.0,00:57:45.08,3465.08,57.751333333333335,00:05:14.48,00:57:45.08,00:57:45.08,1706976463.77,1706958463.77,1,26.2,142.38216666666668
Sam Geha,M,561,11M,105,7,,11.0,00:57:45.20,3465.2,57.75333333333333,00:05:15.08,00:57:45.20,00:57:45.20,1706976463.89,1706958463.89,1,26.2,142.91616666666667
Oscar Medina,M,583,11M,106,8,,11.0,00:57:45.42,3465.42,57.757,00:05:13.75,00:57:45.42,00:57:45.42,1706976464.11,1706958464.11,1,26.2,142.20566666666667
Mitch Ammons,M,483,11M,107,0,,11.0,00:57:45.57,3465.57,57.7595,00:05:16.08,00:57:45.57,00:57:45.57,1706976464.26,1706958464.26,1,26.2,146.03816666666668
Benjamin Payne,M,543,11M,108,0,,11.0,00:57:45.80,3465.8,57.763333333333335,00:05:16.31,00:57:45.80,00:57:45.80,1706976464.49,1706958464.49,1,26.2,137.07333333333332
Tyler Jermann,M,451,11M,109,2,,11.0,00:57:45.98,3465.98,57.766333333333336,00:05:16.11,00:57:45.98,00:57:45.98,1706976464.67,1706958464.67,1,26.2,146.00050000000002
Benjamin Schneiderman,M,495,11M,110,-4,,11.0,00:57:46.06,3466.06,57.76766666666666,00:05:16.74,00:57:46.06,00:57:46.06,1706976464.75,1706958464.75,1,26.2,138.70116666666667
Ryder Searle,M,591,11M,111,-1,,11.0,00:57:46.33,3466.33,57.772166666666664,00:05:16.52,00:57:46.33,00:57:46.33,1706976465.02,1706958465.02,1,26.2,142.47083333333333
Joost Plaetinck,M,509,11M,112,-3,,11.0,00:57:46.37,3466.37,57.77283333333333,00:05:16.75,00:57:46.37,00:57:46.37,1706976465.06,1706958465.06,1,26.2,142.31266666666667
Nick Wolk,M,570,11M,113,-8,,11.0,00:57:46.42,3466.42,57.77366666666667,00:05:17.27,00:57:46.42,00:57:46.42,1706976465.11,1706958465.11,1,26.2,140.87583333333333
Matthew Welch,M,549,11M,,,,11.0,00:57:47.74,3467.74,57.79566666666666,00:05:18.12,00:57:47.74,00:57:47.74,1706976466.43,1706958466.43,0,18.0,98.31416666666668
Jesse Joseph,M,511,11M,114,3,,11.0,00:57:51.87,3471.87,57.8645,00:05:11.92,00:57:51.87,00:57:51.87,1706976470.56,1706958470.56,1,26.2,141.69683333333333
Jordan Daniel,M,536,11M,115,0,,11.0,00:57:53.40,3473.4,57.89,00:05:17.41,00:57:53.40,00:57:53.40,1706976472.09,1706958472.09,1,26.2,142.41266666666667
Benjamin Decker,M,532,11M,116,2,,11.0,00:57:53.63,3473.63,57.89383333333333,00:05:13.68,00:57:53.63,00:57:53.63,1706976472.32,1706958472.32,1,26.2,139.57416666666668
Ryan Jara,M,553,11M,117,-1,,11.0,00:57:55.51,3475.51,57.92516666666667,00:05:16.42,00:57:55.51,00:57:55.51,1706976474.20,1706958474.20,1,26.2,143.60750000000002
Mitchell Klingler,M,494,11M,118,3,,11.0,00:57:57.46,3477.46,57.95766666666667,00:05:15.73,00:57:57.46,00:57:57.46,1706976476.15,1706958476.15,1,26.2,141.9025
Colin Martin,M,572,11M,119,0,,11.0,00:57:57.65,3477.65,57.96083333333333,00:05:16.31,00:57:57.65,00:57:57.65,1706976476.34,1706958476.34,1,26.2,140.91400000000002
Sean O'Connor,M,531,11M,120,-18,,11.0,00:57:58.65,3478.65,57.9775,00:05:39.36,00:57:58.65,00:57:58.65,1706976477.34,1706958477.34,0,11.0,57.9775
Michael Duggan,M,600,11M,121,2,,11.0,00:58:02.71,3482.71,58.04516666666667,00:05:16.82,00:58:02.71,00:58:02.71,1706976481.40,1706958481.40,1,26.2,140.0465
Kevin McDonnell,M,558,11M,122,3,,11.0,00:58:03.09,3483.09,58.051500000000004,00:05:16.49,00:58:03.09,00:58:03.09,1706976481.78,1706958481.78,1,26.2,140.1595
Ryan Root,M,487,11M,123,1,,11.0,00:58:05.46,3485.46,58.091,00:05:19.06,00:58:05.46,00:58:05.46,1706976484.15,1706958484.15,1,26.2,144.54966666666667
Connor Rockett,M,508,11M,124,-4,,11.0,00:58:06.60,3486.6,58.11,00:05:25.00,00:58:06.60,00:58:06.60,1706976485.29,1706958485.29,1,26.2,147.38566666666665
Zachary Ornelas,M,484,11M,125,-3,,11.0,00:58:08.14,3488.14,58.135666666666665,00:05:22.69,00:58:08.14,00:58:08.14,1706976486.83,1706958486.83,1,26.2,144.12983333333335
Jarrod Ottman,M,497,11M,126,1,,11.0,00:58:11.64,3491.64,58.193999999999996,00:05:15.84,00:58:11.64,00:58:11.64,1706976490.33,1706958490.33,1,26.2,148.50799999999998
Marcos Bailon,M,590,11M,127,2,,11.0,00:58:12.57,3492.57,58.209500000000006,00:05:16.12,00:58:12.57,00:58:12.57,1706976491.26,1706958491.26,1,26.2,141.10516666666666
Chad Beyer,M,507,11M,128,0,,11.0,00:58:14.12,3494.12,58.23533333333333,00:05:17.72,00:58:14.12,00:58:14.12,1706976492.81,1706958492.81,1,26.2,148.96966666666668
Alexander Burks,M,542,11M,129,1,,11.0,00:58:15.44,3495.44,58.257333333333335,00:05:18.93,00:58:15.44,00:58:15.44,1706976494.13,1706958494.13,1,26.2,138.45333333333335
James Withers,M,569,11M,130,2,,11.0,00:58:17.89,3497.89,58.29816666666667,00:05:18.06,00:58:17.89,00:58:17.89,1706976496.58,1706958496.58,1,26.2,142.518
Andrew McCann,M,528,11M,131,0,,11.0,00:58:18.37,3498.37,58.30616666666666,00:05:19.37,00:58:18.37,00:58:18.37,1706976497.06,1706958497.06,1,26.2,143.74016666666665
Noah Steffen,M,521,11M,132,-6,,11.0,00:58:19.16,3499.16,58.31933333333333,00:05:30.61,00:58:19.16,00:58:19.16,1706976497.85,1706958497.85,1,26.2,150.9865
Adam Wollant,M,601,11M,133,3,,11.0,00:58:19.56,3499.56,58.326,00:05:16.90,00:58:19.56,00:58:19.56,1706976498.25,1706958498.25,1,26.2,145.4215
Riley Cook,M,559,11M,134,0,,11.0,00:58:19.65,3499.65,58.3275,00:05:17.56,00:58:19.65,00:58:19.65,1706976498.34,1706958498.34,1,26.2,142.88216666666668
Mark Messmer,M,564,11M,135,-2,,11.0,00:58:19.72,3499.72,58.32866666666666,00:05:17.84,00:58:19.72,00:58:19.72,1706976498.41,1706958498.41,1,26.2,145.84283333333332
Jesse Davis,M,571,11M,136,-1,,11.0,00:58:20.11,3500.11,58.335166666666666,00:05:17.74,00:58:20.11,00:58:20.11,1706976498.80,1706958498.80,1,26.2,144.27833333333334
Kevin Wood,M,566,11M,,,,11.0,00:58:20.18,3500.18,58.33633333333333,00:05:18.61,00:58:20.18,00:58:20.18,1706976498.87,1706958498.87,0,21.0,117.29533333333333
Matt Gillette,M,597,11M,137,1,,11.0,00:58:20.34,3500.34,58.339000000000006,00:05:17.33,00:58:20.34,00:58:20.34,1706976499.03,1706958499.03,1,26.2,139.696
Dylan Belles,M,577,11M,138,1,,11.0,00:58:25.88,3505.88,58.431333333333335,00:05:19.50,00:58:25.88,00:58:25.88,1706976504.57,1706958504.57,1,26.2,145.97400000000002
Jonathan Mott,M,555,11M,139,1,,11.0,00:58:26.14,3506.14,58.43566666666666,00:05:17.87,00:58:26.14,00:58:26.14,1706976504.83,1706958504.83,1,26.2,143.31283333333334
Jason Salyer,M,554,11M,140,-3,,11.0,00:58:27.33,3507.33,58.4555,00:05:24.54,00:58:27.33,00:58:27.33,1706976506.02,1706958506.02,0,17.0,93.45100000000001
John Dewitt,M,541,11M,141,3,,11.0,00:58:33.52,3513.52,58.55866666666667,00:05:09.03,00:58:33.52,00:58:33.52,1706976512.21,1706958512.21,1,26.2,139.26316666666668
Ryan Cutter,M,565,11M,142,1,,11.0,00:58:36.27,3516.27,58.6045,00:05:15.01,00:58:36.27,00:58:36.27,1706976514.96,1706958514.96,1,26.2,143.39849999999998
Phillip Reid,M,506,11M,143,-1,,11.0,00:58:37.27,3517.27,58.62116666666667,00:05:23.36,00:58:37.27,00:58:37.27,1706976515.96,1706958515.96,1,26.2,145.67616666666666
Adam Sjolund,M,522,11M,144,-3,,11.0,00:58:38.90,3518.9,58.64833333333333,00:05:29.15,00:58:38.90,00:58:38.90,1706976517.59,1706958517.59,1,26.2,153.9495
Henry Sterling,M,546,11M,145,0,,11.0,00:58:43.75,3523.75,58.729166666666664,00:05:17.59,00:58:43.75,00:58:43.75,1706976522.44,1706958522.44,1,26.2,147.2275
Daniel Docherty,M,529,11M,146,1,,11.0,00:58:44.92,3524.92,58.748666666666665,00:05:16.27,00:58:44.92,00:58:44.92,1706976523.61,1706958523.61,1,26.2,140.66966666666667
Prescott Leach,M,568,11M,147,1,,11.0,00:58:49.63,3529.63,58.82716666666667,00:05:20.41,00:58:49.63,00:58:49.63,1706976528.32,1706958528.32,1,26.2,141.11666666666667
Zachary Ripley,M,500,11M,148,2,,11.0,00:58:50.52,3530.52,58.842,00:05:20.95,00:58:50.52,00:58:50.52,1706976529.21,1706958529.21,1,26.2,157.79833333333332
Travis Morrison,M,474,11M,149,-3,,11.0,00:58:50.87,3530.87,58.847833333333334,00:05:22.54,00:58:50.87,00:58:50.87,1706976529.56,1706958529.56,1,26.2,148.09166666666667
Alberto Mena,M,526,11M,150,-1,,11.0,00:58:51.97,3531.97,58.866166666666665,00:05:22.46,00:58:51.97,00:58:51.97,1706976530.66,1706958530.66,1,26.2,141.82833333333335
Noah Gade,M,578,11M,,,,11.0,00:58:52.38,3532.38,58.873000000000005,00:05:35.71,00:58:52.38,00:58:52.38,1706976531.07,1706958531.07,0,12.0,64.7105
Matt Lenehan,M,538,11M,151,0,,11.0,00:58:59.15,3539.15,58.98583333333333,00:05:28.41,00:58:59.15,00:58:59.15,1706976537.84,1706958537.84,1,26.2,150.37449999999998
Brian Harvey,M,584,11M,152,1,,11.0,00:58:59.30,3539.3,58.98833333333334,00:05:18.27,00:58:59.30,00:58:59.30,1706976537.99,1706958537.99,1,26.2,143.779
Isaac Benz,M,537,11M,153,-1,,11.0,00:59:04.11,3544.11,59.0685,00:05:32.67,00:59:04.11,00:59:04.11,1706976542.80,1706958542.80,0,17.0,93.0705
Marcus Graham,M,574,11M,154,2,,11.0,00:59:13.68,3553.68,59.227999999999994,00:05:11.80,00:59:13.68,00:59:13.68,1706976552.37,1706958552.37,1,26.2,144.39583333333334
Tyler Sickler,M,519,11M,155,-1,,11.0,00:59:17.47,3557.47,59.29116666666666,00:05:26.63,00:59:17.47,00:59:17.47,1706976556.16,1706958556.16,1,26.2,158.58866666666665
Johnny Hogue,M,587,11M,156,-1,,11.0,00:59:23.79,3563.79,59.396499999999996,00:05:21.93,00:59:23.79,00:59:23.79,1706976562.48,1706958562.48,1,26.2,150.77516666666668
