,time,point,label,pid,bib,bib_display,tag,name,timeOfDay,epochTime,milePace,milePaceAvg,mph,kmPace,kmPaceAvg,kmh,etnp,etfp,startTime,sex,profile_color,_ver,alias,pace,paceAvg,splitTime,netTime,waveTime,course,country,country_iso,city,timestamp,i,u,place,leaderDiff,profile_pic,team,placeChange,isFinish,distance
63,01:33:41.80,18M,18M,RXFMTRK2,593,593,00593,Dylan Marx,11:43:41 am,1706978620.49,05:34,05:13,10.78,03:28,03:15,17.35,19M~01:39:12~11:49 am,FINISH~02:21:34~12:31 pm,10:09:59 am,M,7,6,SPLIT1,05:34 min/mile,05:13 min/mile,00:05:33.84,01:33:41.80,01:33:41.80,marathon,USA,us,San Diego,1706960620.49,1706978630_000233,1706978630_000234,59,+06:03.77,,,-1,,18.0
64,01:33:42.09,18M,18M,RB7H3482,527,527,00527,Spencer Bossi-Johnson,11:43:41 am,1706978620.78,05:16,05:13,11.42,03:16,03:15,18.37,19M~01:38:56~11:48 am,FINISH~02:18:15~12:28 pm,10:09:59 am,M,5,7,SPLIT1,05:16 min/mile,05:13 min/mile,00:05:15.35,01:33:42.09,01:33:42.09,marathon,USA,us,San Diego,1706960620.78,1706978628_000231,1706978631_000139,60,+06:04.06,,Lane Zero Athletics Club,6,,18.0
65,01:33:42.18,18M,18M,RF2MCKEP,573,573,00573,Medhane Woldu,11:43:41 am,1706978620.87,05:34,05:13,10.79,03:28,03:15,17.37,19M~01:39:22~11:49 am,FINISH~02:24:11~12:34 pm,10:09:59 am,M,11,6,SPLIT1,05:34 min/mile,05:13 min/mile,00:05:33.56,01:33:42.18,01:33:42.18,marathon,USA,us,San Diego,1706960620.87,1706978630_000265,1706978630_000266,61,+06:04.15,,,-2,,18.0
66,01:33:43.06,18M,18M,RW4M67FB,449,449,00449,Caleb Kerr,11:43:42 am,1706978621.75,05:16,05:13,11.40,03:17,03:15,18.35,19M~01:39:03~11:49 am,FINISH~02:18:50~12:28 pm,10:09:59 am,M,6,10,SPLIT1,05:16 min/mile,05:13 min/mile,00:05:15.69,01:33:43.06,01:33:43.06,marathon,USA,us,Zionsville,1706960621.75,1706978630_000268,1706985957_000088,62,+06:05.03,,,5,,18.0
67,01:33:43.21,18M,18M,RS87GXK5,445,445,00445,Alan Peterson,11:43:42 am,1706978621.90,05:14,05:13,11.47,03:15,03:15,18.46,19M~01:38:58~11:48 am,FINISH~02:16:55~12:26 pm,10:09:59 am,M,14,14,SPLIT1,05:14 min/mile,05:13 min/mile,00:05:13.77,01:33:43.21,01:33:43.21,marathon,USA,us,Allendale,1706960621.90,1706978630_000271,1706985935_000025,63,+06:05.18,,,7,,18.0
68,01:33:43.78,18M,18M,R6MUD42Y,518,518,00518,Garret Lee,11:43:43 am,1706978622.47,05:16,05:13,11.40,03:17,03:15,18.35,19M~01:39:00~11:48 am,FINISH~02:16:35~12:26 pm,10:09:59 am,M,8,19,SPLIT1,05:16 min/mile,05:13 min/mile,00:05:15.79,01:33:43.78,01:33:43.78,marathon,USA,us,Denver,1706960622.47,1706978630_000274,1706985928_000050,64,+06:05.75,,Tracksmith,4,,18.0
69,01:33:45.63,18M,18M,RPG2TYUE,515,515,00515,Alex Norstrom,11:43:45 am,1706978624.32,05:34,05:13,10.79,03:28,03:15,17.36,19M~01:39:24~11:49 am,FINISH~02:21:59~12:31 pm,10:09:59 am,M,16,6,SPLIT1,05:34 min/mile,05:13 min/mile,00:05:33.68,01:33:45.63,01:33:45.63,marathon,USA,us,Rochester Hills,1706960624.32,1706978634_000203,1706978634_000204,65,+06:07.60,,Hansons-Brooks Distance Project,-3,,18.0
70,01:33:49.54,18M,18M,RZAHX29C,498,498,00498,Clint McKelvey,11:43:49 am,1706978628.23,05:20,05:13,11.28,03:19,03:15,18.15,19M~01:39:08~11:49 am,FINISH~02:17:54~12:27 pm,10:09:59 am,M,6,13,SPLIT1,05:20 min/mile,05:13 min/mile,00:05:19.22,01:33:49.54,01:33:49.54,marathon,USA,us,Arlington,1706960628.23,1706978638_000303,1706985947_000035,66,+06:11.51,,Pacers Running//GRC New Balance,7,,18.0
71,01:33:49.58,18M,18M,RFZUR7VD,516,516,00516,Zack Holden,11:43:49 am,1706978628.27,05:20,05:13,11.26,03:19,03:15,18.13,19M~01:39:08~11:49 am,FINISH~02:17:50~12:27 pm,10:09:59 am,M,1,12,SPLIT1,05:20 min/mile,05:13 min/mile,00:05:19.58,01:33:49.58,01:33:49.58,marathon,USA,us,Washington,1706960628.27,1706978638_000306,1706985945_000050,67,+06:11.55,,Pacers Running//GRC New Balance,4,,18.0
72,01:33:49.61,18M,18M,R7WZKX5G,465,465,00465,Zach Herriott,11:43:49 am,1706978628.30,05:20,05:13,11.28,03:19,03:15,18.15,19M~01:39:08~11:49 am,FINISH~02:17:05~12:27 pm,10:09:59 am,M,7,11,SPLIT1,05:20 min/mile,05:13 min/mile,00:05:19.14,01:33:49.61,01:33:49.61,marathon,USA,us,Washington,1706960628.30,1706978638_000309,1706984497_000061,,,,Pacers Running//GRC New Balance,,,18.0
73,01:33:50.12,18M,18M,RNRSWCVT,499,499,00499,Jacob Shiohira,11:43:49 am,1706978628.81,05:20,05:13,11.27,03:19,03:15,18.14,19M~01:39:09~11:49 am,FINISH~02:19:26~12:29 pm,10:09:59 am,M,3,4,SPLIT1,05:20 min/mile,05:13 min/mile,00:05:19.35,01:33:50.12,01:33:50.12,marathon,USA,us,Bentonville,1706960628.81,1706978638_000254,1706978638_000255,68,+06:12.09,,,7,,18.0
74,01:33:50.25,18M,18M,RRP49DJH,504,504,00504,Michael Blaszczyk,11:43:49 am,1706978628.94,05:20,05:13,11.27,03:19,03:15,18.13,19M~01:39:11~11:49 am,FINISH~02:20:49~12:30 pm,10:09:59 am,M,12,4,SPLIT1,05:20 min/mile,05:13 min/mile,00:05:19.49,01:33:50.25,01:33:50.25,marathon,USA,us,Novi,1706960628.94,1706978638_000312,1706978638_000313,69,+06:12.22,,,5,,18.0
75,01:33:51.11,18M,18M,RLYTMA8G,443,443,00443,Joseph Whelan,11:43:50 am,1706978629.80,05:31,05:13,10.90,03:26,03:15,17.55,19M~01:39:30~11:49 am,FINISH~02:22:37~12:32 pm,10:09:59 am,M,11,8,SPLIT1,05:31 min/mile,05:13 min/mile,00:05:30.14,01:33:51.11,01:33:51.11,marathon,USA,us,Webster,1706960629.80,1706978638_000315,1706978638_000316,70,+06:13.08,,Tracksmith / Bergen Elite,-5,,18.0
76,01:34:02.07,18M,18M,RRT57SVW,567,567,00567,Jack Mastandrea,11:44:01 am,1706978640.76,05:16,05:14,11.42,03:16,03:15,18.38,19M~01:39:15~11:49 am,FINISH~02:18:46~12:28 pm,10:09:59 am,M,14,6,SPLIT1,05:16 min/mile,05:14 min/mile,00:05:15.24,01:34:02.07,01:34:02.07,marathon,USA,us,Greenville,1706960640.76,1706978651_000127,1706978651_000128,71,+06:24.04,,Greenville ELITE Track Club,11,,18.0
77,01:34:03.01,18M,18M,RLWBX9TM,454,454,00454,Evan Landes,11:44:02 am,1706978641.70,05:43,05:14,10.52,03:33,03:15,16.93,19M~01:39:52~11:49 am,FINISH~02:25:28~12:35 pm,10:09:59 am,M,3,4,SPLIT1,05:43 min/mile,05:14 min/mile,00:05:42.16,01:34:03.01,01:34:03.01,marathon,USA,us,Lawrence,1706960641.70,1706978651_000157,1706978651_000158,72,+06:24.98,,,-8,,18.0
78,01:34:03.10,18M,18M,R7HDV92W,603,603,00603,Erik Linden,11:44:02 am,1706978641.79,05:33,05:14,10.82,03:27,03:15,17.41,19M~01:39:44~11:49 am,FINISH~02:24:59~12:34 pm,10:09:59 am,M,9,6,SPLIT1,05:33 min/mile,05:14 min/mile,00:05:32.78,01:34:03.10,01:34:03.10,marathon,USA,us,Boston,1706960641.79,1706978651_000160,1706978651_000161,73,+06:25.07,,Boston Athletic Association,-1,,18.0
79,01:34:03.86,18M,18M,RRUWK4TD,533,533,00533,Zachary Hine,11:44:03 am,1706978642.55,05:29,05:14,10.95,03:25,03:15,17.62,19M~01:39:34~11:49 am,FINISH~02:28:07~12:38 pm,10:09:59 am,M,16,6,SPLIT1,05:29 min/mile,05:14 min/mile,00:05:28.73,01:34:03.86,01:34:03.86,marathon,USA,us,East Palo Alto,1706960642.55,1706978652_000212,1706978652_000213,74,+06:25.83,,Peninsula Distance Club,2,,18.0
80,01:34:04.11,18M,18M,RVNDLBAJ,480,480,00480,Brian Masterson,11:44:03 am,1706978642.80,05:29,05:14,10.96,03:25,03:15,17.63,19M~01:39:35~11:49 am,FINISH~02:17:23~12:27 pm,10:09:59 am,M,16,11,SPLIT1,05:29 min/mile,05:14 min/mile,00:05:28.53,01:34:04.11,01:34:04.11,marathon,USA,us,Seattle,1706960642.80,1706978652_000256,1706979304_000326,,,,,,,18.0
81,01:34:10.11,18M,18M,RB5VS87A,543,543,00543,Benjamin Payne,11:44:09 am,1706978648.80,05:11,05:14,11.59,03:13,03:16,18.66,19M~01:39:22~11:49 am,FINISH~02:17:05~12:27 pm,10:09:59 am,M,14,4,SPLIT1,05:11 min/mile,05:14 min/mile,00:05:10.52,01:34:10.11,01:34:10.11,marathon,USA,us,Colorado Springs,1706960648.80,1706978658_000260,1706978658_000261,75,+06:32.08,,,13,,18.0
82,01:34:14.42,18M,18M,RS6E7CJK,514,514,00514,William Loevner,11:44:14 am,1706978653.11,05:37,05:15,10.70,03:29,03:16,17.23,19M~01:39:50~11:49 am,FINISH~02:22:10~12:32 pm,10:09:59 am,M,2,4,SPLIT1,05:37 min/mile,05:15 min/mile,00:05:36.30,01:34:14.42,01:34:14.42,marathon,USA,us,Pittsburgh,1706960653.11,1706978662_000245,1706978662_000246,76,+06:36.39,,,2,,18.0
83,01:34:16.10,18M,18M,RERYVKBA,459,459,00459,Edward Mulder,11:44:15 am,1706978654.79,05:48,05:15,10.35,03:37,03:16,16.65,19M~01:39:51~11:49 am,FINISH~02:24:43~12:34 pm,10:09:59 am,M,8,6,SPLIT1,05:48 min/mile,05:15 min/mile,00:05:47.94,01:34:16.10,01:34:16.10,marathon,USA,us,Boston,1706960654.79,1706978662_000274,1706978662_000275,77,+06:38.07,,Central Park Track Club (CPTC) - Tracksmith,-8,,18.0
84,01:34:17.40,18M,18M,RXY2S5PU,540,540,00540,Dominic Hockenbury,11:44:17 am,1706978656.09,05:32,05:15,10.87,03:26,03:16,17.50,19M~01:39:49~11:49 am,FINISH~02:21:15~12:31 pm,10:09:59 am,M,14,4,SPLIT1,05:32 min/mile,05:15 min/mile,00:05:31.15,01:34:17.40,01:34:17.40,marathon,USA,us,Syracuse,1706960656.09,1706978664_000252,1706978667_000126,78,+06:39.37,,,3,,18.0
85,01:34:20.40,18M,18M,RUEAWJDK,475,475,00475,Jason Weitzel,11:44:20 am,1706978659.09,05:38,05:15,10.66,03:30,03:16,17.16,19M~01:40:16~11:50 am,FINISH~02:29:26~12:39 pm,10:09:59 am,M,12,6,SPLIT1,05:38 min/mile,05:15 min/mile,00:05:37.63,01:34:20.40,01:34:20.40,marathon,USA,us,Greenville,1706960659.09,1706978668_000258,1706978668_000259,79,+06:42.37,,Greenville ELITE Track Club,1,,18.0
86,01:34:24.85,18M,18M,RBX3A2KY,532,532,00532,Benjamin Decker,11:44:24 am,1706978663.54,05:15,05:15,11.46,03:16,03:16,18.44,19M~01:39:42~11:49 am,FINISH~02:19:35~12:29 pm,10:09:59 am,M,7,6,SPLIT1,05:15 min/mile,05:15 min/mile,00:05:14.24,01:34:24.85,01:34:24.85,marathon,USA,us,New Haven,1706960663.54,1706978672_000186,1706978672_000187,80,+06:46.82,,New Haven Road Runners,10,,18.0
87,01:34:27.19,18M,18M,RGSH56TX,456,456,00456,Pardon Ndhlovu,11:44:26 am,1706978665.88,05:46,05:15,10.41,03:35,03:16,16.76,19M~01:40:19~11:50 am,FINISH~02:33:26~12:43 pm,10:09:59 am,M,1,6,SPLIT1,05:46 min/mile,05:15 min/mile,00:05:45.75,01:34:27.19,01:34:27.19,marathon,USA,us,Hope Mills,1706960665.88,1706978675_000173,1706978675_000174,81,+06:49.16,,McKirdy Trained,-2,,18.0
88,01:34:32.10,18M,18M,RVRKLPN7,457,457,00457,Kristoffer Mugrage,11:44:31 am,1706978670.79,05:41,05:16,10.57,03:32,03:16,17.01,19M~01:40:20~11:50 am,FINISH~02:23:06~12:33 pm,10:09:59 am,M,1,4,SPLIT1,05:41 min/mile,05:16 min/mile,00:05:40.59,01:34:32.10,01:34:32.10,marathon,USA,us,Alamosa,1706960670.79,1706978680_000231,1706978680_000232,82,+06:54.07,,,3,,18.0
89,01:34:33.29,18M,18M,RELWBJU2,460,460,00460,Jackson Neff,11:44:32 am,1706978671.98,05:37,05:16,10.69,03:30,03:16,17.21,19M~01:40:12~11:50 am,FINISH~02:21:47~12:31 pm,10:09:59 am,M,9,4,SPLIT1,05:37 min/mile,05:16 min/mile,00:05:36.70,01:34:33.29,01:34:33.29,marathon,USA,us,Niwot,1706960671.98,1706978680_000290,1706978680_000291,83,+06:55.26,,,3,,18.0
90,01:34:34.78,18M,18M,RUWN2GXZ,402,402,00402,Jacob Riley,11:44:34 am,1706978673.47,05:44,05:16,10.48,03:34,03:16,16.87,19M~01:39:51~11:49 am,FINISH~02:17:45~12:27 pm,10:09:59 am,M,9,7,SPLIT1,05:44 min/mile,05:16 min/mile,00:05:43.51,01:34:34.78,01:34:34.78,marathon,USA,us,Boulder,1706960673.47,1706978683_000122,1706978683_000123,84,+06:56.75,/_imgss/events/ORLANDO-TRIALS-2024/roster/1706755436_jacob-riley-6908.jpeg?v=7,T.E.A.M Boulder,0,,18.0
91,01:34:42.31,18M,18M,RZ4B62PF,473,473,00473,Mason Jones,11:44:41 am,1706978681.00,05:33,05:16,10.82,03:27,03:17,17.41,19M~01:40:17~11:50 am,FINISH~02:21:58~12:31 pm,10:09:59 am,M,11,4,SPLIT1,05:33 min/mile,05:16 min/mile,00:05:32.77,01:34:42.31,01:34:42.31,marathon,USA,us,Colorado Springs,1706960681.00,1706978689_000150,1706978689_000151,85,+07:04.28,,,4,,18.0
92,01:34:43.72,18M,18M,R74HZM6B,509,509,00509,Joost Plaetinck,11:44:43 am,1706978682.41,05:17,05:16,11.37,03:17,03:17,18.29,19M~01:40:00~11:49 am,FINISH~02:22:19~12:32 pm,10:09:59 am,M,12,4,SPLIT1,05:17 min/mile,05:16 min/mile,00:05:16.73,01:34:43.72,01:34:43.72,marathon,USA,us,Novi,1706960682.41,1706978691_000151,1706978691_000152,86,+07:05.69,,,7,,18.0
93,01:34:43.97,18M,18M,R8NSAFRD,575,575,00575,John McGowan,11:44:43 am,1706978682.66,05:45,05:16,10.44,03:35,03:17,16.79,19M~01:40:34~11:50 am,FINISH~02:23:54~12:33 pm,10:09:59 am,M,9,6,SPLIT1,05:45 min/mile,05:16 min/mile,00:05:44.96,01:34:43.97,01:34:43.97,marathon,USA,us,Washington,1706960682.66,1706978690_000270,1706978690_000271,87,+07:05.94,,Pacers Running//GRC New Balance,0,,18.0
94,01:34:46.79,18M,18M,RFG7MA2V,570,570,00570,Nick Wolk,11:44:46 am,1706978685.48,05:20,05:16,11.28,03:19,03:17,18.15,19M~01:40:06~11:50 am,FINISH~02:20:53~12:30 pm,10:09:59 am,M,11,6,SPLIT1,05:20 min/mile,05:16 min/mile,00:05:19.19,01:34:46.79,01:34:46.79,marathon,USA,us,McMurray,1706960685.48,1706978694_000218,1706978694_000219,88,+07:08.76,,,8,,18.0
95,01:34:48.52,18M,18M,RKBWSXTJ,436,436,00436,Jonas Hampton,11:44:48 am,1706978687.21,06:02,05:17,9.97,03:45,03:17,16.05,19M~01:40:05~11:50 am,FINISH~02:18:06~12:28 pm,10:09:59 am,M,9,6,SPLIT1,06:02 min/mile,05:17 min/mile,00:06:01.03,01:34:48.52,01:34:48.52,marathon,USA,us,Medford,1706960687.21,1706978694_000255,1706978694_000256,89,+07:10.49,,Boston Athletic Association,-6,,18.0
96,01:34:48.76,18M,18M,RCUM87JT,495,495,00495,Benjamin Schneiderman,11:44:48 am,1706978687.45,05:23,05:17,11.17,03:21,03:17,17.98,19M~01:40:10~11:50 am,FINISH~02:18:43~12:28 pm,10:09:59 am,M,12,4,SPLIT1,05:23 min/mile,05:17 min/mile,00:05:22.25,01:34:48.76,01:34:48.76,marathon,USA,us,Denver,1706960687.45,1706978697_000118,1706978697_000119,90,+07:10.73,,,2,,18.0
97,01:34:49.74,18M,18M,RHEZT4NC,511,511,00511,Jesse Joseph,11:44:49 am,1706978688.43,05:23,05:17,11.17,03:21,03:17,17.98,19M~01:40:13~11:50 am,FINISH~02:21:42~12:31 pm,10:09:59 am,M,1,6,SPLIT1,05:23 min/mile,05:17 min/mile,00:05:22.25,01:34:49.74,01:34:49.74,marathon,USA,us,Portland,1706960688.43,1706978696_000276,1706978696_000277,91,+07:11.71,,Jacuzzi Boys Athletic Club,3,,18.0
98,01:34:50.05,18M,18M,RFJUVTAD,591,591,00591,Ryder Searle,11:44:49 am,1706978688.74,05:23,05:17,11.16,03:21,03:17,17.96,19M~01:40:14~11:50 am,FINISH~02:22:29~12:32 pm,10:09:59 am,M,4,6,SPLIT1,05:23 min/mile,05:17 min/mile,00:05:22.55,01:34:50.05,01:34:50.05,marathon,USA,us,Lakewood,1706960688.74,1706978697_000148,1706978697_000149,92,+07:12.02,,,3,,18.0
99,01:34:52.14,18M,18M,RWP283X6,446,446,00446,Steven Martinez,11:44:51 am,1706978690.83,06:17,05:17,9.56,03:55,03:17,15.38,19M~01:40:09~11:50 am,FINISH~02:18:10~12:28 pm,10:09:59 am,M,16,7,SPLIT1,06:17 min/mile,05:17 min/mile,00:06:16.71,01:34:52.14,01:34:52.14,marathon,USA,us,Chula Vista,1706960690.83,1706978700_000260,1706978700_000261,93,+07:14.11,,Lane Zero Athletics Club,-16,,18.0
100,01:34:52.24,18M,18M,RRGEKJU9,503,503,00503,David Fuentes,11:44:51 am,1706978690.93,05:22,05:17,11.19,03:20,03:17,18.00,19M~01:40:20~11:50 am,FINISH~02:21:37~12:31 pm,10:09:59 am,M,1,7,SPLIT1,05:22 min/mile,05:17 min/mile,00:05:21.81,01:34:52.24,01:34:52.24,marathon,USA,us,Austin,1706960690.93,1706978699_000129,1706978699_000130,94,+07:14.21,,HOKA,5,,18.0
101,01:34:54.66,18M,18M,RGZSKBHY,469,469,00469,Ben Olson,11:44:54 am,1706978693.35,05:55,05:17,10.15,03:41,03:17,16.34,19M~01:40:12~11:50 am,FINISH~02:18:13~12:28 pm,10:09:59 am,M,12,9,SPLIT1,05:55 min/mile,05:17 min/mile,00:05:54.58,01:34:54.66,01:34:54.66,marathon,USA,us,Coon Rapids,1706960693.35,1706978702_000304,1706984463_000068,,,,,,,18.0
102,01:34:55.32,18M,18M,RBFXVL8U,463,463,00463,William Norris,11:44:55 am,1706978694.01,05:25,05:17,11.11,03:22,03:17,17.88,19M~01:40:27~11:50 am,FINISH~02:20:39~12:30 pm,10:09:59 am,M,5,14,SPLIT1,05:25 min/mile,05:17 min/mile,00:05:24.02,01:34:55.32,01:34:55.32,marathon,USA,us,Charlottesville,1706960694.01,1706978702_000313,1706985990_000020,95,+07:17.29,,,7,,18.0
103,01:34:55.55,18M,18M,RG9HCLNT,583,583,00583,Oscar Medina,11:44:55 am,1706978694.24,05:27,05:17,11.04,03:23,03:17,17.76,19M~01:40:23~11:50 am,FINISH~02:22:13~12:32 pm,10:09:59 am,M,14,6,SPLIT1,05:27 min/mile,05:17 min/mile,00:05:26.22,01:34:55.55,01:34:55.55,marathon,USA,us,Chicago,1706960694.24,1706978702_000310,1706978705_000190,96,+07:17.52,,Second City Track Club,1,,18.0
104,01:34:56.14,18M,18M,RN34KJD9,542,542,00542,Alexander Burks,11:44:55 am,1706978694.83,05:17,05:17,11.36,03:17,03:17,18.28,19M~01:40:14~11:50 am,FINISH~02:18:28~12:28 pm,10:09:59 am,M,12,4,SPLIT1,05:17 min/mile,05:17 min/mile,00:05:17.00,01:34:56.14,01:34:56.14,marathon,USA,us,Westminster,1706960694.83,1706978704_000307,1706978707_000154,97,+07:18.11,,,9,,18.0
105,01:34:56.30,18M,18M,RC63G7A8,451,451,00451,Tyler Jermann,11:44:55 am,1706978694.99,05:26,05:17,11.06,03:23,03:17,17.81,19M~01:40:28~11:50 am,FINISH~02:26:01~12:35 pm,10:09:59 am,M,13,6,SPLIT1,05:26 min/mile,05:17 min/mile,00:05:25.39,01:34:56.30,01:34:56.30,marathon,USA,us,Saint Paul,1706960694.99,1706978702_000307,1706978702_000308,98,+07:18.27,,Minnesota Distance Elite,2,,18.0
106,01:34:56.66,18M,18M,R9CVUS28,561,561,00561,Sam Geha,11:44:56 am,1706978695.35,05:26,05:17,11.06,03:23,03:17,17.79,19M~01:40:22~11:50 am,FINISH~02:22:55~12:32 pm,10:09:59 am,M,13,6,SPLIT1,05:26 min/mile,05:17 min/mile,00:05:25.62,01:34:56.66,01:34:56.66,marathon,USA,us,Brooklyn,1706960695.35,1706978704_000304,1706978707_000156,99,+07:18.63,,Dashing Whippets Running Team,2,,18.0
107,01:34:58.06,18M,18M,R3LJYH5Z,524,524,00524,Grayson Hough,11:44:57 am,1706978696.75,05:29,05:17,10.97,03:24,03:17,17.65,19M~01:40:31~11:50 am,FINISH~02:22:23~12:32 pm,10:09:59 am,M,14,6,SPLIT1,05:29 min/mile,05:17 min/mile,00:05:28.29,01:34:58.06,01:34:58.06,marathon,USA,us,Davis,1706960696.75,1706978704_000310,1706978707_000159,100,+07:20.03,,SRA Elite,-2,,18.0
108,01:35:04.51,18M,18M,RR8NDBJW,541,541,00541,John Dewitt,11:45:04 am,1706978703.20,05:26,05:17,11.05,03:23,03:17,17.78,19M~01:40:25~11:50 am,FINISH~02:19:16~12:29 pm,10:09:59 am,M,1,14,SPLIT1,05:26 min/mile,05:17 min/mile,00:05:25.88,01:35:04.51,01:35:04.51,marathon,USA,us,West Allis,1706960703.20,1706978712_000287,1706985982_000029,101,+07:26.48,,Wisconsin Runner Racing Team,3,,18.0
109,01:35:04.60,18M,18M,R4ZXY62U,590,590,00590,Marcos Bailon,11:45:04 am,1706978703.29,05:26,05:17,11.05,03:23,03:17,17.78,19M~01:40:27~11:50 am,FINISH~02:21:07~12:31 pm,10:09:59 am,M,2,14,SPLIT1,05:26 min/mile,05:17 min/mile,00:05:25.82,01:35:04.60,01:35:04.60,marathon,USA,us,Phoenix,1706960703.29,1706978712_000246,1706985999_000050,102,+07:26.57,,,3,,18.0
110,01:35:05.89,18M,18M,RGFLM6A2,562,562,00562,Weston Strum,11:45:05 am,1706978704.58,05:31,05:17,10.89,03:26,03:17,17.53,19M~01:40:37~11:50 am,FINISH~02:18:53~12:28 pm,10:09:59 am,M,3,6,SPLIT1,05:31 min/mile,05:17 min/mile,00:05:30.56,01:35:05.89,01:35:05.89,marathon,USA,us,San Francisco,1706960704.58,1706978714_000244,1706978714_000245,103,+07:27.86,,Tracksmith,0,,18.0
111,01:35:09.97,18M,18M,R2FL4HC3,612,612,00612,Michael Iacofano,11:45:09 am,1706978708.66,05:59,05:18,10.05,03:43,03:18,16.18,19M~01:41:29~11:51 am,FINISH~02:23:13~12:33 pm,10:09:59 am,M,2,6,SPLIT1,05:59 min/mile,05:18 min/mile,00:05:58.18,01:35:09.97,01:35:09.97,marathon,USA,us,Boise,1706960708.66,1706978718_000273,1706978718_000274,104,+07:31.94,,The Track Club Boulder,-13,,18.0
112,01:35:16.19,18M,18M,R5ZR6NJG,494,494,00494,Mitchell Klingler,11:45:15 am,1706978714.88,05:31,05:18,10.91,03:26,03:18,17.55,19M~01:40:44~11:50 am,FINISH~02:21:55~12:31 pm,10:09:59 am,M,7,6,SPLIT1,05:31 min/mile,05:18 min/mile,00:05:30.12,01:35:16.19,01:35:16.19,marathon,USA,us,Marshall,1706960714.88,1706978724_000293,1706978724_000294,105,+07:38.16,,Red Cedar Running Club,3,,18.0
113,01:35:16.45,18M,18M,RFJKYRLT,497,497,00497,Jarrod Ottman,11:45:16 am,1706978715.14,05:32,05:18,10.87,03:26,03:18,17.49,19M~01:40:52~11:50 am,FINISH~02:28:31~12:38 pm,10:09:59 am,M,16,7,SPLIT1,05:32 min/mile,05:18 min/mile,00:05:31.19,01:35:16.45,01:35:16.45,marathon,USA,us,Broomfield,1706960715.14,1706978724_000296,1706978724_000297,106,+07:38.42,,Roots Running Project,1,,18.0
114,01:35:19.31,18M,18M,RUZNGYKA,558,558,00558,Kevin McDonnell,11:45:18 am,1706978718.00,05:25,05:18,11.09,03:22,03:18,17.85,19M~01:40:42~11:50 am,FINISH~02:20:10~12:30 pm,10:09:59 am,M,2,4,SPLIT1,05:25 min/mile,05:18 min/mile,00:05:24.60,01:35:19.31,01:35:19.31,marathon,USA,us,Moorestown,1706960718.00,1706978726_000285,1706978729_000155,107,+07:41.28,,,2,,18.0
115,01:35:26.88,18M,18M,RBKRM5LY,601,601,00601,Adam Wollant,11:45:26 am,1706978725.57,05:30,05:19,10.93,03:25,03:18,17.59,19M~01:41:00~11:50 am,FINISH~02:25:26~12:35 pm,10:09:59 am,M,6,4,SPLIT1,05:30 min/mile,05:19 min/mile,00:05:29.37,01:35:26.88,01:35:26.88,marathon,USA,us,Bozeman,1706960725.57,1706978734_000282,1706978734_000283,108,+07:48.85,,,2,,18.0
116,01:35:30.25,18M,18M,RTBWR79E,600,600,00600,Michael Duggan,11:45:29 am,1706978728.94,05:25,05:19,11.10,03:22,03:18,17.86,19M~01:40:55~11:50 am,FINISH~02:20:03~12:30 pm,10:09:59 am,M,11,4,SPLIT1,05:25 min/mile,05:19 min/mile,00:05:24.43,01:35:30.25,01:35:30.25,marathon,USA,us,Austin,1706960728.94,1706978738_000258,1706978738_000259,109,+07:52.22,,,5,,18.0
117,01:35:31.16,18M,18M,RYH6BVMW,572,572,00572,Colin Martin,11:45:30 am,1706978729.85,05:30,05:19,10.92,03:25,03:18,17.57,19M~01:40:59~11:50 am,FINISH~02:20:55~12:30 pm,10:09:59 am,M,8,6,SPLIT1,05:30 min/mile,05:19 min/mile,00:05:29.82,01:35:31.16,01:35:31.16,marathon,USA,us,Pittsburgh,1706960729.85,1706978740_000315,1706978740_000316,110,+07:53.13,,Pittsburgh Track Club,2,,18.0
118,01:35:33.05,18M,18M,R9V6MTBF,565,565,00565,Ryan Cutter,11:45:32 am,1706978731.74,05:19,05:19,11.31,03:18,03:18,18.20,19M~01:40:53~11:50 am,FINISH~02:23:24~12:33 pm,10:09:59 am,M,8,6,SPLIT1,05:19 min/mile,05:19 min/mile,00:05:18.40,01:35:33.05,01:35:33.05,marathon,USA,us,Brooklyn,1706960731.74,1706978740_000318,1706978740_000319,111,+07:55.02,,Brooklyn Track Club,5,,18.0
119,01:35:34.70,18M,18M,RNY35A4V,487,487,00487,Ryan Root,11:45:34 am,1706978733.39,05:37,05:19,10.69,03:30,03:18,17.20,19M~01:41:24~11:51 am,FINISH~02:24:33~12:34 pm,10:09:59 am,M,5,8,SPLIT1,05:37 min/mile,05:19 min/mile,00:05:36.78,01:35:34.70,01:35:34.70,marathon,USA,us,Lafayette,1706960733.39,1706978742_000275,1706978742_000276,112,+07:56.67,,Tracksmith / Roots Running Project,-1,,18.0
120,01:35:37.61,18M,18M,RF5NHRX4,555,555,00555,Jonathan Mott,11:45:37 am,1706978736.30,05:22,05:19,11.21,03:20,03:19,18.05,19M~01:41:10~11:51 am,FINISH~02:23:19~12:33 pm,10:09:59 am,M,14,4,SPLIT1,05:22 min/mile,05:19 min/mile,00:05:21.03,01:35:37.61,01:35:37.61,marathon,USA,us,Lakeland,1706960736.30,1706978746_000253,1706978746_000254,113,+07:59.58,,,4,,18.0
